beta_I,beta_FR,phi0,theta_N,alpha,gamma_comm,delta_C,phi_obs,R0
0.78439788,1.9446824,0.44417173,0.029159088,0.035107004,0.033446945,0.045348403,0.87003286,2.2298622
0.87553965,1.2749573,0.34816386,0.052223155,0.023158785,0.0081032235,0.062601221,0.78858985,2.1597048
0.78479071,1.6297364,0.4309209,0.029812987,0.059470427,0.04640613,0.048608923,0.94396327,2.1749138
0.82303163,1.9732037,0.48976941,0.025005974,0.024295723,0.018124246,0.080056689,0.77645419,2.4356539
0.74736404,1.4583705,0.32345691,0.044953705,0.055620903,0.03069738,0.016989468,0.67176596,1.8658224
0.81968977,2.1857089,0.4751301,0.04309513,0.026503957,0.016709815,0.082369137,0.8249438,2.3391896
0.78464413,2.0277522,0.43156538,0.04568938,0.060167303,0.050463173,0.10431753,0.46572357,2.1517484
0.82677656,1.2704041,0.3554919,0.036761497,0.03123648,0.0082254286,0.025666195,1.2718449,2.1049292
0.84178239,1.4484592,0.41441418,0.04275029,0.040888511,0.05866125,0.082399131,0.61872283,2.2219496
0.74535731,1.8224534,0.36964507,0.038071611,0.022978186,0.0061677193,0.033308442,0.85909835,1.9684817
0.85567242,1.4108639,0.39304769,0.023754294,0.021805284,0.050262541,0.09710276,1.0347131,2.28993
0.75327513,1.3393759,0.37078359,0.034219289,0.095510342,0.021805435,0.023483096,0.69722706,1.9670907
0.80668108,1.384953,0.4093719,0.038181272,0.068343469,0.030707229,0.034929613,0.98361614,2.1414483
0.8158351,1.8907356,0.36680491,0.0343179,0.015141101,0.019238704,0.067374786,0.91282724,2.1462788
0.81212674,1.4921452,0.41356653,0.047676435,0.012807519,0.052648293,0.050131692,0.84615753,2.1362735
0.8980958,1.5914403,0.40490496,0.03434119,0.010525026,0.01382992,0.12928172,1.3537225,2.385444
0.95821866,1.6456827,0.4081076,0.045321057,0.017070027,0.034815114,0.034821415,0.54268819,2.4944311
0.73310345,1.3893889,0.37940115,0.043926746,0.14053339,0.0083174006,0.081360117,0.78082937,1.9063406
0.82708518,1.6487126,0.42845687,0.038761429,0.044114291,0.053037211,0.035311796,0.4308207,2.2410966
0.80248827,1.6080752,0.41955014,0.047696655,0.036208453,0.011186087,0.077660291,0.70815944,2.1317702
0.802739,1.6082987,0.43276451,0.041469624,0.046215529,0.018348735,0.12329033,0.62030264,2.1751888
0.8311084,1.8297155,0.34564609,0.04016025,0.036595186,0.024511223,0.020284271,1.0265344,2.1236654
0.87333546,1.7673384,0.34491763,0.036000721,0.062721091,0.030481802,0.073056349,0.7758488,2.2296055
0.82084731,1.6718678,0.3516129,0.039221466,0.057624747,0.024109148,0.029724759,0.68309537,2.1026994
0.91656903,1.6050449,0.30494633,0.038651975,0.030341488,0.054618266,0.035630795,0.66869021,2.2443375
0.69268787,1.7424094,0.50909904,0.043089262,0.05414039,0.0077669223,0.081669618,0.82671056,2.0299996
0.84767923,1.4185272,0.40286153,0.040830971,0.018250815,0.052791546,0.038612888,0.51041199,2.2226719
0.88713468,1.4231989,0.46398965,0.049094609,0.019135704,0.014189278,0.12719877,1.0975256,2.381642
0.74627942,1.5947317,0.48331866,0.044444947,0.038124208,0.0089963426,0.032971521,1.0283907,2.1025167
0.92792903,1.3642156,0.30657405,0.038919463,0.041446058,0.0061782067,0.077974336,0.68039433,2.260262
0.93747922,1.3404933,0.4645387,0.034847061,0.037513533,0.0057957686,0.030225995,2.9782987,2.5617029
0.9793646,1.3429592,0.40220645,0.032257207,0.08043389,0.0060036839,0.055578909,2.2408014,2.5656661
0.90129359,2.2781436,0.46830315,0.045459595,0.038482964,0.0070569844,0.095497383,2.8513198,2.5256292
0.88866744,1.735862,0.41211371,0.039971272,0.01382225,0.075170146,0.017361247,0.65763343,2.3645574
0.81846091,1.4234035,0.40965442,0.043324107,0.1062965,0.012745739,0.030879875,0.85106249,2.1550264
0.7312691,1.7215807,0.38283939,0.047656449,0.076278312,0.03141687,0.14360872,0.60704663,1.9194732
0.79613282,1.7649463,0.41145203,0.039620089,0.090961756,0.016159097,0.14329531,0.85782549,2.1454831
0.76827595,1.9752431,0.42179053,0.05251071,0.039308483,0.026485088,0.047786494,0.63434806,2.068673
0.80306531,1.7437025,0.37371829,0.039616411,0.023619765,0.014906177,0.089723901,0.89023878,2.0996998
0.79841048,1.6287949,0.38734257,0.035967295,0.026420087,0.024781574,0.050491002,0.7387717,2.1142483
0.71441534,1.8430056,0.33846741,0.035655743,0.068179184,0.034513256,0.090895322,0.64261738,1.8574703
0.74488172,1.7491893,0.34461783,0.037145036,0.08334031,0.034080619,0.085522874,0.75441377,1.9272056
0.88529441,1.9542277,0.41133117,0.045603101,0.010667205,0.0061761961,0.036243802,1.1083894,2.3509561
0.82586581,1.4773536,0.35478268,0.033898621,0.073365363,0.011336503,0.11899878,0.76099388,2.1239717
0.90439556,1.2311384,0.3427227,0.040600832,0.1004573,0.012776106,0.08862152,0.77201404,2.2508261
0.8663937,1.5273502,0.31829947,0.041849312,0.072905878,0.014005954,0.075967302,0.63680285,2.1391168
0.71420269,1.3457057,0.34580614,0.032467334,0.014522087,0.010904762,0.18604154,0.90764426,1.845922
0.91780755,1.8811405,0.44435507,0.052503195,0.11504139,0.041360619,0.010906629,0.51738154,2.4518317
0.85293283,1.5108721,0.40912891,0.03625911,0.023652126,0.022844532,0.010769743,1.2150202,2.2696493
0.86373199,1.5048456,0.42571071,0.040108819,0.045728003,0.031365332,0.011003842,1.3601323,2.3073921
0.84698042,1.8003772,0.35000349,0.043302843,0.026211372,0.02046844,0.027549206,0.51548255,2.1555581
0.95850751,1.8943039,0.36738022,0.046509871,0.047119474,0.041137063,0.1271064,1.9499643,2.4368407
0.86422326,1.9889904,0.37370146,0.028336654,0.032963836,0.010312102,0.052829654,1.7445937,2.3020417
0.92298874,1.6769062,0.42968107,0.034220487,0.039814404,0.045049505,0.032882906,0.92066348,2.49827
0.93703587,1.4674761,0.37304354,0.030417372,0.022346195,0.023310143,0.036879839,1.898808,2.4287817
0.71820973,1.9223289,0.42441344,0.038442114,0.080454502,0.022497015,0.057718243,0.76029145,1.996557
1.0083789,1.8274624,0.43715232,0.04414263,0.0227131,0.017320812,0.047996471,1.2401838,2.6879534
0.67785476,1.4562602,0.35766203,0.034385134,0.05789234,0.028960867,0.035926769,0.67570767,1.7788631
0.79884432,1.628347,0.44162778,0.051615986,0.079024798,0.02246315,0.021768374,0.42869103,2.1442898
0.78240255,1.777659,0.41808027,0.042523837,0.10984142,0.030332045,0.015569163,0.58966783,2.11397
0.83137554,1.7491598,0.39553655,0.044652021,0.10752264,0.023047771,0.015566423,0.46773472,2.1844348
0.9259435,1.5056068,0.41679938,0.038604931,0.012932395,0.038514594,0.060998993,0.91403026,2.4486721
0.77209442,1.5009173,0.39995612,0.024668738,0.015196676,0.035009105,0.065316847,0.7859462,2.1010261
0.76557704,1.5191623,0.45615162,0.034132821,0.040743884,0.027326038,0.043929676,0.83344097,2.1405656
0.85924024,1.6632422,0.33916022,0.028630695,0.020428192,0.0088615401,0.04951648,1.122228,2.2053543
0.71399785,1.3668959,0.35754895,0.033261596,0.086330413,0.030598833,0.10149821,0.34536501,1.8606968
0.87543687,1.8759923,0.43127731,0.038263606,0.012698312,0.016513715,0.02229598,1.315537,2.3857316
0.70692755,1.370358,0.31207929,0.042763526,0.097228377,0.03900373,0.16341973,0.54192302,1.7607981
0.89387643,1.8997884,0.46790997,0.036818962,0.013603137,0.014150534,0.014718198,1.0297423,2.507516
0.74128227,1.5718688,0.37374467,0.040346678,0.014597846,0.0095120214,0.085750608,0.5652907,1.9407568
0.87748372,1.8012187,0.44484452,0.033042001,0.029363208,0.0080997541,0.050738113,2.0369078,2.4311918
0.7969804,1.7646405,0.32188114,0.035653584,0.026665269,0.012577079,0.057131113,0.95757161,2.0171935
0.8327573,2.0164295,0.33784567,0.033358364,0.052713053,0.0070258825,0.035321437,0.7826811,2.1473024
0.73866055,1.529454,0.50442536,0.028865901,0.032148199,0.080770643,0.045589386,0.7439334,2.1724296
0.79045762,1.7447082,0.51921554,0.032833169,0.030074697,0.054535576,0.063863403,0.68428718,2.3399355
0.73969718,1.5011485,0.36924794,0.036634223,0.037642254,0.038960484,0.049394034,0.92769796,1.9367328
0.89209926,1.3949883,0.47239888,0.041455614,0.015244004,0.0079242417,0.06781703,0.78353947,2.4373839
0.77297626,2.0016192,0.39201105,0.047796954,0.010337096,0.0081273843,0.049940571,1.2043677,2.0505253
0.85651756,1.8238088,0.4489303,0.025010465,0.074359465,0.047778402,0.030226485,0.81648082,2.4255587
0.77851384,1.2765443,0.33920182,0.034347445,0.05964534,0.013257849,0.11467099,1.0114731,1.9768123
0.7999037,1.8307875,0.31514918,0.04091719,0.020275434,0.0084467402,0.044118456,0.64113104,2.0022505
0.73815479,1.612423,0.39493585,0.033390961,0.033383949,0.063951674,0.12627381,1.0608824,1.9895476
0.73813074,1.7151945,0.36799785,0.03590046,0.041604835,0.058008508,0.047784037,0.92766471,1.9481663
0.67952852,1.9262145,0.34004001,0.048617214,0.039466392,0.015183953,0.074344786,0.86531193,1.7516798
0.84807208,1.6392639,0.33435513,0.055498061,0.041135904,0.037493635,0.083657165,0.88678605,2.0891333
0.83191431,1.550528,0.42793229,0.038422461,0.051300087,0.019263024,0.049951132,0.71388759,2.2445696
0.80261358,1.7808767,0.36159494,0.030833678,0.016416432,0.030143054,0.065435889,0.9039847,2.1105396
0.81140859,1.4558167,0.40957272,0.051802655,0.07837057,0.018298389,0.029390639,0.6754507,2.1120634
0.85574904,1.3650411,0.46347921,0.054040626,0.021285488,0.026942513,0.032139083,1.4529021,2.2796596
0.88871941,1.5918106,0.3769039,0.03741539,0.044497211,0.040759865,0.039856802,1.0595191,2.303183
0.89066293,1.3895037,0.3721646,0.038086445,0.050511342,0.039384049,0.032001694,0.95095115,2.283507
0.7579942,1.0607162,0.41874071,0.047944466,0.028297485,0.01409609,0.033487313,0.81248046,1.9795343
0.91094677,1.1591614,0.36386103,0.040162631,0.013850647,0.014563576,0.029438725,0.51234047,2.2954439
0.7303336,2.2136719,0.38899216,0.046386767,0.010114251,0.025452297,0.1255475,0.599344,1.9666923
0.80434011,1.5453978,0.43429267,0.034839155,0.011660886,0.027204438,0.052202358,0.61751956,2.2010983
0.78379212,1.802731,0.39139499,0.042588237,0.03415624,0.0073192695,0.078268097,0.58696134,2.0768772
0.88818434,1.2453134,0.41553648,0.036475141,0.046517057,0.066217969,0.035281741,1.4645568,2.3424191
0.72532921,2.0604625,0.43198288,0.036360108,0.028670638,0.0067292418,0.047990668,0.53889962,2.0462618
0.70740465,1.9723909,0.38895929,0.023616674,0.044151009,0.018372033,0.17008189,0.83828253,1.9673776
0.93547767,1.3133889,0.39264417,0.044959217,0.025854203,0.036276688,0.014406295,0.98581639,2.3911841
0.69886519,1.981199,0.3950476,0.03713756,0.061512038,0.013905173,0.054787202,0.65961888,1.9129802
0.71114104,1.8023338,0.37258178,0.046946315,0.087162688,0.015582309,0.073180611,0.43125368,1.8658883
0.90684257,1.2913945,0.27670869,0.039864722,0.092122597,0.016491782,0.052551612,0.75328449,2.1613069
0.89312527,1.3248824,0.26005845,0.049481987,0.051394218,0.044149189,0.14399089,0.45153395,2.0852269
0.85459834,2.1885883,0.50342751,0.044628327,0.053875906,0.025789884,0.021531638,1.7704925,2.4719751
0.89341642,1.5061958,0.46331459,0.040702488,0.024734269,0.040668944,0.020046307,1.5793519,2.4400431
0.79380538,1.6621888,0.31296508,0.043745723,0.03751867,0.013402779,0.044048788,1.0359894,1.9692435
0.80253526,0.99970296,0.41214466,0.038203119,0.036929662,0.014793594,0.063830633,0.53707174,2.1043388
0.95690739,1.2102073,0.40668733,0.039306945,0.015158542,0.016447818,0.06030471,1.2910419,2.479105
0.87040119,2.0529136,0.39070839,0.02511445,0.073736836,0.029722386,0.058800657,2.7942651,2.3673989
0.86283699,2.0621932,0.41975884,0.023376837,0.020765197,0.0093708993,0.075268642,1.101776,2.4148205
0.9521206,1.6868337,0.39851686,0.039745254,0.044991446,0.024460753,0.073139488,0.8981218,2.4889723
0.86034628,1.8941997,0.50148701,0.045295296,0.080600829,0.020927272,0.020212688,1.172796,2.4453208
0.82521665,1.7685771,0.33221174,0.038720594,0.082103204,0.022594518,0.037161768,1.111045,2.0893612
0.88147352,1.5920847,0.46502076,0.042505565,0.036354933,0.034317993,0.058438018,0.71283158,2.4142215
0.83562113,1.7413936,0.37803922,0.024250347,0.045666704,0.045072148,0.038336039,1.3093178,2.2385255
0.78568861,1.5339892,0.39543783,0.058290037,0.034945206,0.012931827,0.015216907,0.40963888,2.0182014
0.83035036,1.4880253,0.39345518,0.031682095,0.01697867,0.045415146,0.04695429,0.71619032,2.204971
0.82193706,1.4529359,0.3848552,0.034726577,0.055638578,0.023620789,0.048747594,0.74073434,2.1574834
0.92232281,1.8112734,0.4115714,0.045362153,0.020011969,0.029121555,0.023826161,1.2616642,2.4284902
0.74464434,1.2649071,0.44001087,0.029139863,0.087643449,0.019501101,0.072393129,1.1605088,2.058083
0.89311168,1.7847228,0.40799289,0.056019734,0.024534906,0.025810162,0.028992637,0.83106533,2.3113748
0.70640043,1.1248952,0.44039353,0.028021548,0.069019157,0.020453904,0.047134185,0.89486513,1.9541265
0.70304382,1.2353982,0.3971365,0.036381351,0.048988896,0.03417342,0.052866381,0.61603613,1.8697686
0.81833372,1.5982888,0.39220897,0.043707679,0.029256785,0.014071287,0.040644358,0.9657758,2.1403915
0.78234582,1.917582,0.44904084,0.037233738,0.020899378,0.03465072,0.040543645,0.72383982,2.197688
0.71416715,1.8184865,0.36539423,0.048173878,0.06298674,0.01744732,0.055590288,0.39679337,1.8604037
0.77616718,1.7413793,0.46182443,0.041837337,0.024817309,0.020355282,0.053107896,0.37407227,2.1680227
0.8517222,2.1206948,0.46280931,0.0388637,0.035431943,0.02541427,0.073422582,0.71859588,2.4070468
0.73096014,1.1334381,0.31500518,0.039332486,0.046282809,0.013134285,0.029923381,0.81382283,1.8149594
0.86428289,1.2072221,0.40552232,0.04895696,0.046602993,0.01349396,0.017736103,1.2239336,2.220972
0.84397586,1.2268626,0.47509869,0.039177153,0.064086348,0.027445954,0.067857181,0.97994189,2.3148002
0.80663498,1.3646254,0.45455834,0.034716038,0.061404288,0.022026058,0.088815126,4.6534334,2.2223747
0.89795563,1.4366565,0.42727092,0.035916043,0.026308215,0.018599526,0.079196455,2.1370382,2.404119
0.78223309,1.821586,0.30888665,0.027118308,0.028457803,0.021192029,0.066928734,0.74634841,1.989983
0.83167469,1.7736518,0.2796828,0.03512901,0.074553321,0.014769129,0.079550607,1.1159854,2.0309695
0.88774841,1.7714685,0.28508785,0.042545973,0.034071548,0.028880832,0.01370157,1.0237296,2.1444505
0.89865378,1.5263174,0.29861529,0.031038965,0.065457615,0.013988739,0.019084589,0.71337631,2.2124511
0.75472396,1.9240457,0.42582993,0.044532091,0.021019829,0.03842793,0.098024976,0.91796279,2.0656867
0.84518812,1.2159576,0.35443581,0.037686208,0.076206498,0.015911159,0.018423956,0.61307746,2.1399237
0.81556565,1.1714912,0.3868973,0.033186607,0.1168831,0.021151308,0.01477639,0.47640105,2.1299706
0.73607367,1.5853105,0.40590919,0.048509833,0.021551043,0.011217187,0.081623313,0.99735386,1.9505173
0.90501294,1.8645482,0.34190989,0.030272075,0.052059991,0.047151493,0.039370786,0.73187536,2.3237421
0.7654317,1.3849702,0.45397461,0.051008215,0.04684321,0.015491337,0.028815418,0.63259961,2.0618805
0.71501136,1.6657773,0.38362194,0.042732267,0.071456951,0.02239358,0.030477115,0.8483347,1.8929755
0.85626611,1.7425648,0.4026397,0.040424088,0.02942886,0.027153811,0.099271054,0.48404869,2.2697618
0.80384052,1.3989811,0.45955055,0.036211177,0.029719719,0.028542933,0.078690148,0.56210666,2.2206435
0.84501366,1.3349864,0.39273922,0.054530973,0.053848083,0.030987277,0.067762909,0.40278971,2.1487933
0.77816825,1.3807204,0.35211255,0.044724188,0.052501484,0.017881541,0.054890522,0.61058742,1.9708561
0.77733391,1.5000938,0.42592547,0.043041744,0.071072066,0.021551149,0.058813242,0.83448448,2.0883073
0.79279013,1.7295387,0.47861255,0.040105327,0.031290525,0.039823036,0.040351991,1.0422219,2.2422859
0.7420805,1.7470023,0.43598144,0.030250834,0.026814662,0.020198639,0.045628344,1.2477201,2.0870771
0.89716432,1.4837381,0.41095093,0.031177462,0.021075203,0.011701987,0.030162898,0.60582629,2.3979152
0.8546207,1.4848292,0.36496068,0.047564971,0.016112628,0.035574803,0.015687419,1.3059548,2.1631023
0.87489547,1.5166463,0.37256148,0.038851595,0.024331259,0.051063004,0.015824061,1.1482193,2.2531323
0.85742356,1.5965857,0.47129569,0.045004205,0.051540461,0.010176691,0.033400276,0.72412041,2.3553253
0.82450096,1.6198678,0.41454832,0.037243145,0.027203421,0.048089392,0.088685989,0.82823603,2.2153207
0.79781164,1.731129,0.45625988,0.03762763,0.055471401,0.017307772,0.098671722,1.3386721,2.2278935
0.87241824,1.5984689,0.4311505,0.054665285,0.017018921,0.011131139,0.067673057,1.7439186,2.2892326
0.9798609,1.1223288,0.37854587,0.024175523,0.039013382,0.013381327,0.021199634,0.68069883,2.5422948
0.71331342,2.0988904,0.43228059,0.053464204,0.062749945,0.022691153,0.12488737,0.30448235,1.9629208
0.73601528,1.7379887,0.3833503,0.038785309,0.04654704,0.014336059,0.049414063,0.94727593,1.9591835
0.84169588,1.4890743,0.36176906,0.040824241,0.034750561,0.042710095,0.061542235,0.48360068,2.1501301
0.7074117,1.4610868,0.3117989,0.038317858,0.052710185,0.013128388,0.028375778,0.66136852,1.7762843
0.90549473,1.8241013,0.46718713,0.041620411,0.036728392,0.042992041,0.076732398,1.0620545,2.5046876
0.81786686,1.4513712,0.33720758,0.040621871,0.044973578,0.018466031,0.023718227,0.44083961,2.0565639
0.73178134,1.397959,0.31116078,0.046951868,0.088305357,0.019672533,0.079231337,0.63820294,1.8071606
0.87851059,1.5198132,0.38921337,0.042838484,0.017051312,0.019485241,0.045224633,0.78205425,2.2745457
0.77815897,1.8574422,0.41313732,0.041365938,0.12455468,0.010507785,0.07029722,0.74476442,2.1067181
0.81096838,1.6756,0.41407755,0.038159192,0.10506885,0.01958857,0.13989755,1.2768154,2.1832246
0.8467723,1.8061816,0.39448064,0.048852278,0.013767623,0.0081845138,0.042843135,0.84914622,2.2085875
0.81347222,1.4119188,0.31434412,0.048183988,0.070132543,0.011266897,0.039725243,0.89548571,1.9915586
0.78558367,1.8270107,0.47538443,0.032007782,0.014745996,0.011222509,0.098116435,1.1588717,2.2639082
0.88205778,1.460022,0.31561106,0.051856572,0.075629684,0.013988193,0.03163519,0.53049587,2.1389079
0.79408872,0.99861798,0.44556806,0.028705007,0.028895984,0.022502647,0.14143612,0.23146155,2.1659832
0.7347889,1.4316019,0.38439871,0.05297588,0.059587475,0.027259773,0.026908228,1.855891,1.8942655
0.94637357,1.8380014,0.3904473,0.029799388,0.011539077,0.018103644,0.063380095,0.38306116,2.5136649
0.66155536,1.3822094,0.39878014,0.04838499,0.1125788,0.013935324,0.026661363,1.0739685,1.7509251
0.91419199,1.2468124,0.40498892,0.042964736,0.016898036,0.037205513,0.014557543,1.0289055,2.3629334
0.99538911,1.5469341,0.40697045,0.037412003,0.024626849,0.038634129,0.032678251,1.1382338,2.6066547
0.75790594,1.6663556,0.43972208,0.055289652,0.018609218,0.023415338,0.027192972,0.58265763,2.0350125
0.88611925,1.548833,0.34564123,0.028146654,0.060393771,0.010514286,0.074345517,1.2438905,2.2741067
0.86814378,1.4256971,0.32942426,0.034334487,0.083725568,0.010628266,0.087498383,0.91598477,2.1775965
0.87455092,1.3001961,0.29884417,0.029064176,0.11908458,0.017965762,0.05835854,0.79636848,2.1532577
0.82494189,1.6119277,0.28123661,0.027488973,0.064317253,0.047897295,0.027336023,0.48718875,2.031457
0.73824375,1.8460273,0.51754009,0.032052889,0.064214031,0.03876588,0.13127762,0.45354976,2.2185995
0.87951155,1.4163116,0.25096545,0.040239654,0.027081615,0.016722985,0.01171874,1.1592414,2.0668224
0.89965896,1.5660446,0.33950157,0.034166543,0.023063468,0.0081854266,0.012811622,1.1519799,2.2754634
0.75273028,1.747366,0.40316153,0.049151399,0.045488152,0.039436612,0.028610861,0.73302014,1.9963715
0.90056596,1.5395108,0.3888941,0.03131657,0.015157533,0.0090142597,0.077841757,1.0799911,2.3713489
0.82949767,1.8108535,0.40429224,0.033383278,0.078878025,0.044836271,0.035722295,0.87729599,2.2406494
0.85180624,1.4176204,0.31616997,0.027820051,0.044229881,0.0076739332,0.044217822,1.2935347,2.1384826
0.81145724,1.4890016,0.35108387,0.029928744,0.032594109,0.0075754279,0.019838915,0.97825969,2.0979381
0.87529472,1.7710006,0.39203896,0.037046088,0.066471405,0.021360215,0.10278698,1.4351358,2.3118733
0.89153488,1.4538463,0.41064939,0.044339976,0.095017217,0.024632406,0.041920703,1.5602461,2.329082
0.75658571,1.8038051,0.3624171,0.037957629,0.016300523,0.033548502,0.04839124,0.514203,1.982636
0.82052244,1.5523716,0.32154566,0.042787687,0.090239938,0.016291539,0.074042533,1.1881282,2.0389481
0.7898472,1.7688952,0.34921142,0.04654716,0.11389095,0.012085461,0.053026933,1.1769256,2.0117774
0.7857336,1.7717047,0.37051584,0.044303955,0.12266651,0.011603346,0.049817464,0.92204842,2.0413302
0.85787559,1.4389152,0.41864024,0.02580299,0.13200277,0.081411648,0.034469606,0.6935379,2.3336281
0.8701152,1.1402844,0.35969872,0.023833128,0.092089016,0.0089970661,0.039342649,1.3319938,2.2488109
0.80130671,2.1607856,0.40466411,0.046046312,0.018520079,0.01123289,0.013221059,0.50554144,2.1560669
0.81981859,1.6818244,0.43403439,0.045895943,0.043365244,0.012392197,0.015373643,0.66007242,2.2083915
0.82608144,1.6147438,0.42212125,0.048352158,0.034167718,0.014876353,0.018638659,0.86537423,2.1899488
0.81640889,1.6458105,0.37125382,0.032636925,0.043953023,0.036218846,0.05802229,0.80667039,2.1436538
0.85038528,1.7959847,0.37637436,0.051851162,0.029813322,0.01539617,0.040999385,0.80423599,2.1775863
0.91744438,1.8161798,0.34747683,0.042301154,0.061346873,0.025476124,0.023586505,0.40349318,2.3174758
0.77384745,1.4951933,0.34713879,0.0413904,0.016842911,0.022972091,0.11942517,1.3689302,1.9702512
1.0209852,1.5772995,0.25433584,0.043343865,0.016634668,0.02903099,0.032142184,0.67054675,2.3766509
0.80151329,1.572216,0.28018605,0.052574308,0.056286508,0.013971995,0.07262103,0.82440923,1.915857
0.72745834,1.5940383,0.48700061,0.030378132,0.02784208,0.010689496,0.017290893,0.80236322,2.1167746
0.76726959,1.5325016,0.40359936,0.039064808,0.01241339,0.01157353,0.016546931,0.56055714,2.0471788
0.88195168,1.7322113,0.37742965,0.025015501,0.10363107,0.036467982,0.06178431,1.4397521,2.3454737
0.89075881,1.459794,0.52498973,0.036572259,0.057099376,0.010376159,0.075718934,1.3526877,2.554356
0.8185638,2.0047635,0.3407969,0.041925908,0.029251491,0.056670624,0.040962725,0.77123708,2.0920811
0.79988711,1.4854972,0.4133044,0.039935403,0.077140677,0.013250645,0.088456211,0.89266412,2.1331292
0.7675062,1.8276086,0.38379493,0.049164506,0.020264207,0.057931683,0.038181081,0.40748711,2.0080974
0.83058417,1.6754398,0.34550156,0.049561272,0.044875906,0.054990824,0.025652941,0.21109114,2.0847742
0.75965702,1.7837837,0.3524331,0.0364725,0.027443151,0.04497434,0.021636759,0.31066568,1.977499
0.78401021,1.681929,0.37541771,0.037098237,0.035338372,0.043991474,0.047320234,0.30323468,2.0614553
0.75209166,1.8440071,0.33663668,0.039745415,0.0961978,0.020985587,0.023163075,0.16657811,1.9301789
0.9051726,1.4428295,0.44504998,0.040802219,0.010162941,0.03841209,0.10265615,3.2703103,2.4315522
0.85192723,1.614179,0.37062721,0.039489647,0.021615884,0.022811558,0.028673303,0.35456988,2.2006587
0.84549992,1.5240171,0.47181001,0.048879949,0.060486829,0.026053383,0.014886758,0.74094566,2.3035251
0.77147583,1.8324388,0.41041583,0.054972406,0.035193952,0.010836698,0.020529531,1.1316097,2.0392053
0.92946878,1.3937955,0.37064049,0.025626651,0.055660495,0.056823237,0.13944351,0.865795,2.4202353
0.76775521,1.7450927,0.40195558,0.056020977,0.02847373,0.032174319,0.019031252,1.0853848,2.0082409
0.89137607,1.5192619,0.39183984,0.021096703,0.039066003,0.022105499,0.026865482,0.80394294,2.3946585
0.90990576,1.5017431,0.38269769,0.023502423,0.04825465,0.022168213,0.025525801,0.85450648,2.4115403
0.76679329,1.5205036,0.39321088,0.035915942,0.033741135,0.014896623,0.049942768,1.0595548,2.0399619
0.74412847,1.8285151,0.42198327,0.061689036,0.062391994,0.012670517,0.081532519,0.76475474,1.9711473
0.81849006,1.8384569,0.39904576,0.038759038,0.029411505,0.0084048789,0.019009041,0.46329918,2.187503
0.79535933,1.4303429,0.38185056,0.04170842,0.030504278,0.042331659,0.1106213,1.2359587,2.0651804
0.85774218,1.8654658,0.49438938,0.041656361,0.025944841,0.06008819,0.027894132,0.73895076,2.4397333
0.78480827,1.4192628,0.3023247,0.038384163,0.049102102,0.0060011315,0.057069084,0.73306122,1.9358054
0.86267879,1.5220557,0.31997726,0.035655808,0.041285557,0.0068550355,0.049604456,0.40244575,2.1512498
0.83564279,1.5288917,0.34156276,0.037750783,0.056830466,0.006406,0.065640131,0.68638432,2.1170723
0.73291165,1.5660285,0.42618398,0.034554918,0.012329881,0.011269841,0.044777789,0.58768961,2.0166053
0.86251251,1.348666,0.32224616,0.043494986,0.01389198,0.024801897,0.056479475,0.81941024,2.1223951
0.83090985,1.4212884,0.36426088,0.049711586,0.013350057,0.043186421,0.055753802,0.79733289,2.0969201
0.77457918,1.3866841,0.40591655,0.03501997,0.070205765,0.011782856,0.025770099,0.38229598,2.0702207
0.71560179,1.8389299,0.3914937,0.047211752,0.021441269,0.039783218,0.030041212,0.77028585,1.9053122
0.90749818,1.4341427,0.40462588,0.028924051,0.070388329,0.015680312,0.011900316,0.83430679,2.417269
0.78732074,0.92936641,0.39165373,0.036922096,0.039907333,0.026779125,0.011373358,0.94003886,2.0390319
0.83386134,2.3396106,0.37618166,0.047143078,0.057598896,0.028474649,0.015958482,0.94668457,2.1924874
0.77043444,1.5159291,0.40398738,0.03938391,0.029467736,0.012301048,0.041135893,0.46059614,2.0529281
0.75411925,1.6292403,0.33140074,0.041988588,0.058213111,0.050361799,0.026641741,0.57577342,1.9088195
0.74061094,1.5997862,0.32630432,0.044958016,0.021083545,0.014663565,0.019463497,0.78940916,1.8618487
0.84524902,1.4456737,0.43745558,0.037624512,0.097012306,0.032836358,0.085511248,0.65012876,2.2861816
0.78969769,1.8106256,0.33205107,0.040536728,0.014179088,0.017744186,0.035367653,0.94180473,2.0050327
0.84081108,1.7506094,0.33212627,0.037164586,0.01799271,0.010210283,0.041440523,0.87169365,2.1286465
0.7299584,1.39961,0.36912355,0.036338301,0.015956365,0.0064066833,0.04727924,0.84523047,1.9075916
0.87008035,1.3802122,0.46125778,0.032726992,0.024589098,0.0062769572,0.039340061,1.0943156,2.4014408
0.77210374,1.5500105,0.40760985,0.047463945,0.06939715,0.0057009726,0.016571056,1.0909094,2.0383193
0.77329219,2.1639658,0.36333741,0.039630225,0.016679725,0.039412384,0.012735338,0.44563513,2.0422637
0.77576153,1.8359947,0.4151149,0.046944172,0.038384425,0.030552786,0.024227283,0.66703919,2.0830698
0.78065156,1.4629716,0.43355468,0.062497223,0.020133053,0.023774528,0.025843482,0.84531114,2.0392474
0.83119688,1.8141877,0.40362891,0.02436719,0.086184393,0.026702185,0.040034214,0.86963716,2.2795664
